"id","owner","name","count(user_id)","commits last month","pull reqs last month","changesLastMonth","age_in_days","language","commits all","pull reqs all","totalChanges"
317593,"idega","com.idega.content",11,8,0,8,1712,"Java",367,0,367
317981,"collective","collective.ptg.contentleadimage",256,0,0,0,569,"Python",2,0,2
318132,"almende","memo-app-services",10,0,0,0,659,"Java",25,0,25
318190,"xored","synergy",21,0,0,0,1059,"Java",103,0,103
318279,"fac","ki_middleman",23,0,0,0,570,"Ruby",50,1,51
318322,"lizardsystem","flooding",15,8,0,8,633,"Python",431,0,431
318654,"lizardsystem","lizard-maptree",13,0,0,0,659,"Python",74,1,75
321791,"lonelyplanet","crazy_harry",22,0,0,0,629,"Ruby",77,1,78
322194,"qa","tictactoe",14,0,0,0,1108,"Java",31,0,31
322279,"wf4ever","ro-manager",22,3,0,3,926,"Python",515,16,531
322340,"kaize","deadline_camp",19,0,0,0,650,"Ruby",303,0,303
322390,"plone","plone.app.workflow",149,6,1,7,893,"Python",128,3,131
322494,"Praqma","PRQA-api",12,0,0,0,721,"Java",185,0,185
322949,"opscode-cookbooks","firewall",26,10,6,16,722,"Ruby",44,19,63
322975,"CIRB","cirb.novac",10,0,0,0,877,"Python",118,0,118
323197,"idega","is.idega.idegaweb.egov.bpm",10,43,0,43,1687,"Java",524,0,524
323800,"zweitag","glow",16,0,0,0,920,"Ruby",86,4,90
324846,"transmart","Rmodules",11,23,2,25,681,"Java",94,6,100
326632,"omaciel","robottelo",12,195,124,319,693,"Python",579,263,842
326815,"hep-gc","repoman",12,0,0,0,1254,"Python",254,0,254
326995,"cismet","cids-maven-plugin",10,0,0,0,574,"Java",130,0,130
328149,"mobmewireless","true_queue",10,0,0,0,741,"Ruby",51,1,52
328167,"4teamwork","ftw.geo",14,1,0,1,569,"Python",80,10,90
328979,"portablemind","PrismPay-Gateway",10,0,0,0,738,"Ruby",113,0,113
329151,"ticketevolution","ticketevolution-ruby",10,6,1,7,813,"Ruby",380,6,386
331002,"janfaessler","FHNW-Informatik-Zusammenfassungen",14,24,1,25,717,"Java",288,24,312
332674,"nuxeo","nuxeo-cmf",22,4,0,4,812,"Java",395,2,397
333080,"Raizlabs","RZAndroidBaseUtils",17,4,0,4,664,"Java",80,5,85
333321,"albertojuarez","FCAQCustomZK",10,8,0,8,636,"Java",164,0,164
333382,"Raizlabs","RZAndroidWebServiceManager",17,4,0,4,575,"Java",104,3,107
333400,"jclouds","jclouds-examples",19,8,3,11,1121,"Java",165,34,199
333732,"mulesoft","cargo-mule-container",74,0,0,0,1052,"Java",92,0,92
333984,"alphagov","gds-sso",55,36,8,44,974,"Ruby",306,37,343
335607,"makerbot","TestFiles",49,1,0,1,826,"Python",108,0,108
335654,"zencoder","zencoder-rb",11,0,0,0,1441,"Ruby",47,6,53
337260,"collective","Products.ImageEditor",257,0,0,0,797,"Python",117,0,117
339028,"collective","collective.portlet.contentleadimage",257,0,0,0,569,"Python",26,0,26
339639,"ella","ella-tagging",11,0,0,0,764,"Python",6,1,7
339786,"hortonworks","HA-Monitor",50,0,0,0,569,"Java",40,0,40
339890,"bazaarvoice","commons-data-model",179,0,0,0,674,"Java",35,2,37
340304,"Khan","appengine-mapreduce",10,5,0,5,569,"Python",131,0,131
341640,"bazaarvoice","commons-data-dao",148,0,0,0,674,"Java",33,2,35
342319,"bazaarvoice","commons-data-mongodao",148,0,0,0,626,"Java",29,0,29
342521,"lumoslabs","compliance-orb",19,0,0,0,621,"Java",11,0,11
343288,"puppetlabs","puppet-module-tool",83,0,0,0,1388,"Ruby",148,17,165
343835,"grisu","gricli",11,0,0,0,1135,"Java",563,12,575
343960,"levigross","Project-Voodo",12,0,0,0,704,"Python",10,1,11
344679,"plone","Products.ATContentTypes",149,9,1,10,838,"Python",213,5,218
344763,"plone","Products.CMFDynamicViewFTI",149,0,0,0,838,"Python",48,0,48
344790,"plone","Products.CMFPlacefulWorkflow",149,0,0,0,838,"Python",80,4,84
344864,"plone","Products.PasswordResetTool",149,9,0,9,897,"Python",120,3,123
344927,"plone","plone.rfc822",149,0,0,0,898,"Python",47,0,47
344945,"plone","plone.behavior",149,0,0,0,898,"Python",45,0,45
344973,"plone","plone.app.z3cform",149,14,1,15,898,"Python",187,14,201
345020,"plone","plone.app.textfield",149,0,0,0,898,"Python",85,4,89
345216,"plone","plone.app.kss",149,0,0,0,893,"Python",101,0,101
345244,"plone","plone.app.imaging",149,3,0,3,897,"Python",141,4,145
345300,"plone","Products.PlonePAS",149,7,0,7,897,"Python",141,1,142
346896,"baobab","bart",19,6,0,6,2093,"Ruby",251,0,251
347227,"SWPUebersetzerbauSS12","swp-uebersetzerbau-ss12",26,0,0,0,693,"Java",193,2,195
347655,"acm-uiuc","liquid",11,32,18,50,819,"Python",431,117,548
348414,"jenkinsci","findbugs-plugin",301,7,0,7,1178,"Java",317,4,321
348515,"rhomobile","rhoconnect-adapters",13,0,0,0,993,"Ruby",42,1,43
348533,"jenkinsci","libxpublisher",295,0,0,0,678,"Java",11,0,11
348540,"rhomobile","rhohub-api",14,0,0,0,730,"Ruby",26,0,26
348549,"jenkinsci","buildcontext-capture-plugin",295,0,0,0,904,"Java",29,0,29
349004,"cobrateam","django-htmlmin",21,3,2,5,1029,"Python",194,23,217
349149,"change","list_master",38,0,0,0,727,"Ruby",85,4,89
349467,"nuxeo","nuxeo-platform-rendition",22,13,0,13,812,"Java",122,0,122
349948,"plexinc-plugins","PBS.bundle",15,0,0,0,1316,"Python",56,14,70
350169,"digipost","digipost-api-client-java",11,48,0,48,883,"Java",230,0,230
351460,"gem","openquake-packages",13,0,0,0,1129,"Java",282,46,328
352091,"yola","graphite",26,0,0,0,568,"Python",59,7,66
352480,"heroku","heroku-deploy",13,0,0,0,722,"Ruby",41,2,43
352633,"rapid7","metasploit_data_models",32,36,5,41,797,"Ruby",511,55,566
352799,"alphagov","calendars",90,13,6,19,849,"Ruby",501,54,555
352931,"asynchrony","application_config",31,0,0,0,1779,"Ruby",3,2,5
353004,"SquareBracketAssociates","PharoByExample-spanish",15,0,0,0,1244,"Ruby",109,0,109
353083,"fenix-framework","fenix-framework",13,0,0,0,710,"Java",703,71,774
353085,"CamfedCode","Camfed",11,0,0,0,1127,"Ruby",216,24,240
353500,"collective","collective.jsonify",257,4,0,4,1101,"Python",87,4,91
354154,"zooniverse","EatItTimeForce",14,0,0,0,856,"Ruby",5,0,5
355077,"idega","com.idega.block.process",10,2,0,2,1709,"Java",154,0,154
355109,"idega","com.idega.bpm",10,6,0,6,1688,"Java",197,0,197
355197,"idega","org.jboss.jbpm",10,12,0,12,1688,"Java",480,0,480
355271,"8thlight","limelight_docs",38,0,0,0,1667,"Ruby",181,1,182
356033,"mojolingo","Telephony-Dev-Box",11,10,0,10,909,"Ruby",223,12,235
357021,"futuregrid","teefaa",12,3,0,3,651,"Python",423,0,423
357450,"ceph","ceph-qa-chef",28,7,0,7,911,"Ruby",253,2,255
358571,"ITS-UofIowa","sitenow_articles",11,0,0,0,636,"Ruby",107,0,107
358638,"ITS-UofIowa","sitenow_events",11,0,0,0,636,"Ruby",98,0,98
358696,"ITS-UofIowa","sitenow_featured_slider",11,0,0,0,636,"Ruby",82,0,82
359432,"ooici","coverage-model",20,24,12,36,603,"Python",470,148,618
359515,"tacitknowledge","discovery",23,0,0,0,1060,"Java",39,0,39
360057,"E2OpenPlugins","e2openplugin-SetPicon",22,0,0,0,613,"Python",40,1,41
360521,"DataDog","dd-agent-deps",12,0,0,0,872,"Python",21,0,21
360982,"mozilla-services","server-aitc",11,0,0,0,723,"Python",110,1,111
361214,"phoet","on_ruby",10,37,3,40,1179,"Ruby",863,44,907
361288,"MidwestCommunications","mimesis-mediagal",11,0,0,0,828,"Python",97,0,97
364110,"fluxtream","fluxtream-cli",10,0,0,0,758,"Java",31,1,32
365466,"londonhackspace","irccat-commands",11,0,0,0,1393,"Python",123,3,126
366311,"m3dev","multilane",13,0,0,0,646,"Java",60,0,60
366532,"coshx","green-eggs",17,0,0,0,946,"Ruby",155,1,156
367400,"g5search","adapter_generator",28,0,0,0,884,"Ruby",25,0,25
367621,"mangroveorg","mangrove",32,52,0,52,812,"Python",572,0,572
369238,"mangroveorg","datawinners-smartphone",32,0,0,0,647,"Python",3,0,3
369246,"collective","Products.PloneGazette",257,6,1,7,639,"Python",71,1,72
369711,"mindvalley","omniauth-mindvalley",11,1,0,1,855,"Ruby",11,0,11
370660,"lohika","ALP",10,0,0,0,913,"Java",33,0,33
370918,"jenkinsci","favorite-plugin",301,0,0,0,1179,"Java",58,2,60
371533,"SlashRoot","WHAT",11,1,0,1,718,"Python",89,1,90
372745,"fac","ki_format",23,0,0,0,567,"Ruby",21,0,21
373241,"feedhenry","fh-android-sdk",22,0,0,0,618,"Java",80,7,87
373488,"mojotech","heroku-deploy",18,0,0,0,577,"Ruby",13,0,13
373783,"collective","templer.core",257,0,0,0,710,"Python",105,4,109
374122,"ops4j","org.ops4j.pax.wicket",60,2,1,3,1154,"Java",273,16,289
374831,"jenkinsci","nested-view-plugin",295,0,0,0,1179,"Java",72,17,89
375331,"unboxed","tabnav",33,0,0,0,1336,"Ruby",97,1,98
375574,"openengsb","openengsb-root",15,0,0,0,1171,"Python",187,13,200
375633,"sonatype","nexus-p2-bridge-plugin",28,0,0,0,1007,"Java",53,5,58
375649,"fac","ki_trello",23,0,0,0,567,"Ruby",30,0,30
375974,"4teamwork","ftw.dashboard.portlets.recentlymodified",14,0,0,0,825,"Python",131,3,134
376633,"sonatype","sonatype-ci-for-jenkins",29,0,0,0,567,"Java",29,0,29
377320,"ClarityServices","ruminate",15,0,0,0,797,"Ruby",14,0,14
377647,"tacitknowledge","noexcuses",23,0,0,0,568,"Java",66,0,66
378842,"LifebookerInc","api_resource",16,12,0,12,906,"Ruby",264,0,264
379254,"futuregrid","doc",12,0,0,0,776,"Python",45,0,45
379536,"collective","iw.rejectanonymous",257,0,0,0,679,"Python",31,0,31
379983,"imagej","image5d",14,5,0,5,567,"Java",50,0,50
380655,"baobab","mateme",14,0,0,0,2092,"Ruby",413,0,413
380886,"mulesoft","dropbox-connector",74,11,0,11,882,"Java",53,2,55
381252,"dreamhost","Ming",23,0,0,0,563,"Python",81,0,81
381881,"caelum","vraptor-returnparams",10,0,0,0,567,"Java",3,0,3
382332,"couchbase","CouchbaseMock",50,7,0,7,974,"Java",107,2,109
382553,"VTV","vtv.web.locales",18,0,0,0,567,"Python",6,0,6
382689,"transmart","i2b2_1.6_Postgres",11,0,0,0,681,"Java",21,1,22
383141,"jenkinsci","jenkow-plugin",302,0,0,0,654,"Java",105,2,107
383936,"openengsb","sample-xlink-java-client",16,0,0,0,622,"Java",16,2,18
383985,"plone","plone.app.intid",230,2,0,2,898,"Python",15,2,17
384173,"collective","collective.pfg.starrating",257,0,0,0,574,"Python",10,0,10
384343,"ind9","crawler4j",13,0,0,0,658,"Java",71,0,71
384805,"imagej","workflow",14,6,0,6,601,"Java",63,0,63
385667,"mulesoft","jive-connector",83,0,0,0,952,"Java",115,0,115
386840,"engineyard","engineyard-serverside-adapter",11,0,0,0,1269,"Ruby",152,8,160
387161,"collective","collective.newsflash",257,0,0,0,835,"Python",132,1,133
387947,"plone","plone.app.referenceablebehavior",149,0,0,0,898,"Python",46,1,47
389363,"IntersectAustralia","anznn",26,13,0,13,787,"Ruby",358,0,358
390550,"instructure","QTIMigrationTool",12,0,0,0,1120,"Python",79,0,79
391856,"att-innovate","omniauth-att",70,0,0,0,820,"Ruby",81,5,86
393202,"mozilla-services","qdo",11,0,0,0,777,"Python",432,0,432
394429,"sprout","cloudfactory_ruby",40,0,0,0,1039,"Ruby",337,1,338
394661,"devbliss","apitester",32,27,1,28,609,"Java",125,4,129
395882,"bebanjo","almodovar",16,8,2,10,1428,"Ruby",133,7,140
396065,"xebia-france","workshop-amazon-beanstalk-cocktail",34,0,0,0,566,"Java",2,0,2
396248,"zendesk","call_roulette",76,0,0,0,897,"Ruby",18,0,18
396751,"psylock","Diaketas-Manage",11,0,0,0,665,"Java",29,3,32
398258,"nuxeo","nuxeo-platform-forms-layout-demo",22,12,0,12,812,"Java",243,0,243
399405,"granify","github_hook_handler",13,0,0,0,752,"Ruby",16,2,18
399532,"plone","archetypes.multilingual",149,1,0,1,975,"Python",51,6,57
399631,"Praqma","config-rotator-plugin",12,1,0,1,729,"Java",296,3,299
400044,"Freeseer","freeseer-docs",16,35,3,38,714,"Python",266,33,299
400585,"xebia-france","xebia-cloudcomputing-extras",43,0,0,0,666,"Java",277,1,278
400833,"collective","collective.loremipsum",257,0,0,0,819,"Python",86,3,89
401284,"mysociety","theyworkforyou",20,440,14,454,1492,"Python",1265,49,1314
401437,"cloudcastle","toolbox",23,0,0,0,871,"Ruby",32,0,32
401667,"JetBrains","intellij-samples",13,0,0,0,701,"Java",11,0,11
402176,"wids-eria","pathfinder_distributor",10,2,0,2,763,"Ruby",86,0,86
402696,"VTV","vtv.web.contenttypes",20,0,0,0,594,"Python",13,0,13
402728,"zendesk","active_record_host_pool",85,2,1,3,1065,"Ruby",86,3,89
403256,"OpenMultimedia","openmultimedia.contenttypes",17,0,0,0,597,"Python",41,0,41
403957,"redu","redu-wall-cli",15,0,0,0,574,"Python",3,0,3
404399,"globaldev","octarine",36,0,0,0,860,"Ruby",35,2,37
407060,"plone","wicked",149,0,0,0,838,"Python",63,0,63
407223,"Z2Live","out-of-box-setup",95,0,0,0,1045,"Ruby",119,0,119
407274,"ros","catkin",13,85,17,102,850,"Python",1750,225,1975
408009,"Khan","exercise-screens",29,0,0,0,569,"Python",38,0,38
408138,"livingsocial","abanalyzer",74,0,0,0,1176,"Ruby",10,0,10
408579,"touchlab","Superbus",13,1,0,1,697,"Java",49,0,49
409579,"aptana","sass.ruble",15,0,0,0,1506,"Ruby",53,1,54
410169,"MandragoraStudio","HUeducation",12,0,0,0,1007,"Java",95,0,95
410372,"blaulabs","ruby_flipper",24,0,0,0,1182,"Ruby",37,2,39
412916,"skrill","holoserve",22,0,0,0,819,"Ruby",143,4,147
412967,"wooga","kafkaesque",98,0,0,0,821,"Ruby",22,4,26
414409,"StratusLab","client",12,72,2,74,683,"Python",615,2,617
414516,"bristleback","bristleback",10,1,0,1,610,"Java",367,5,372
417726,"fgeorgatos","easybuild.experimental",22,2,0,2,565,"Python",127,2,129
417964,"HiSPARC","station-software",12,1,2,3,736,"Python",82,2,84
418207,"jenkinsci","dashboard-view-plugin",298,2,1,3,1179,"Java",81,23,104
418572,"openintents","cloudsync",15,0,0,0,666,"Java",13,0,13
419150,"VolumetricPixels","LockDown",15,0,0,0,565,"Java",15,0,15
419303,"dusken","pegadi",10,0,0,0,926,"Java",153,0,153
421417,"jcb","CSIRL",10,30,0,30,820,"Python",163,3,166
422082,"jenkinsci","emma-plugin",300,0,0,0,1179,"Java",299,4,303
425809,"Stackato-Apps","wsgi-helloworld",15,0,0,0,689,"Python",6,1,7
426176,"collective","buildout.bootstrap",257,0,0,0,939,"Python",84,3,87
426605,"mozilla-services","metlog-raven",11,0,0,0,622,"Python",47,4,51
426988,"ArcBees","ArcBees-Infrastructure",16,0,0,0,824,"Java",34,6,40
427919,"MesaRoboticsOrganization","Mesa-Robotics-Organization",14,0,0,0,869,"Java",98,1,99
429684,"OpenMultimedia","openmultimedia.api",17,0,0,0,639,"Python",59,3,62
430764,"VolumetricPixels","MCSquared",15,0,0,0,565,"Java",45,8,53
431671,"trifork","nsi-minlog",15,0,0,0,629,"Java",148,2,150
432888,"concentricsky","djenesis",14,0,0,0,910,"Python",62,4,66
437697,"soundcloud","toybox-webapp",77,0,0,0,566,"Ruby",14,0,14
439402,"jamoma","JamomaRuby",13,4,0,4,1274,"Ruby",93,0,93
439676,"ops4j","org.ops4j.pax.jdbc",60,0,0,0,630,"Java",40,1,41
443327,"jenkinsci","monitoring-plugin",310,14,1,15,1179,"Java",240,2,242
445346,"NessComputing","components-ness-jdbi",15,0,0,0,666,"Java",31,11,42
445979,"OpenConextApps","OpenConextApps-Canvas-lms",14,0,0,0,610,"Ruby",50,0,50
448414,"Pylons","pyramid_tm",14,0,1,1,1109,"Python",64,6,70
454271,"exoplatform","ui-test",30,211,0,211,570,"Java",1613,0,1613
456655,"intalio","security",23,2,18,20,1836,"Java",153,59,212
457546,"idega","com.idega.slide",10,0,0,0,1712,"Java",102,0,102
457681,"collective","collective.tinymceportlets",259,0,0,0,884,"Python",22,0,22
457846,"idega","com.idega.block.category",10,0,0,0,1688,"Java",96,0,96
458061,"lizardsystem","lizard-progress",15,48,3,51,762,"Python",491,14,505
458206,"wix","teamcity-rest-api-extension",18,0,0,0,743,"Java",21,0,21
458317,"IntersectAustralia","dc12c",27,0,0,0,731,"Ruby",326,0,326
458700,"plone","borg.localrole",151,2,0,2,897,"Python",77,0,77
459255,"OpenConextApps","android-oauth-app",14,0,0,0,570,"Java",13,1,14
460036,"plone","plone.resource",235,0,0,0,899,"Python",76,4,80
460133,"nuxeo","nuxeo-diff",22,8,0,8,763,"Java",305,0,305
460403,"jenkinsci","pmd-plugin",309,6,0,6,1178,"Java",331,1,332
461228,"ROGUE-JCTD","wps-helicopter-reachability",12,0,0,0,604,"Java",8,3,11
461748,"plone","Products.ATReferenceBrowserWidget",151,0,0,0,889,"Python",75,0,75
462898,"nuxeo","nuxeo-platform-classification",22,9,0,9,812,"Java",117,0,117
462900,"nuxeo","nuxeo-http-client",22,7,0,7,812,"Java",90,0,90
462902,"nuxeo","nuxeo-platform-importer",22,9,1,10,812,"Java",220,4,224
462912,"nuxeo","nuxeo-platform-error-web",22,15,0,15,812,"Java",155,0,155
462915,"nuxeo","nuxeo-platform-smart-search",22,7,0,7,812,"Java",133,0,133
462919,"nuxeo","nuxeo-shell",22,10,0,10,812,"Java",113,0,113
462923,"nuxeo","nuxeo-platform-users-management-compat",22,2,0,2,812,"Java",60,0,60
462927,"nuxeo","nuxeo-platform-audio",22,8,0,8,812,"Java",131,0,131
462928,"nuxeo","nuxeo-platform-sync",22,3,0,3,812,"Java",155,0,155
462931,"nuxeo","nuxeo-apidoc-server",22,7,0,7,812,"Java",223,0,223
462934,"nuxeo","nuxeo-poll",22,10,0,10,974,"Java",128,0,128
462940,"nuxeo","nuxeo-signature",22,8,0,8,745,"Java",162,0,162
462956,"nuxeo","nuxeo-exalead-connector",22,7,0,7,770,"Java",82,0,82
463560,"mintdigital","jslint-source-ruby",25,0,1,1,773,"Ruby",4,1,5
463640,"trifork","fmk-schemas",23,21,0,21,708,"Java",391,0,391
464016,"infinispan","infinispan-archetypes",23,0,0,0,1185,"Java",52,1,53
464556,"nature","safe_redirection",10,0,0,0,602,"Ruby",7,4,11
466298,"collective","collective.portlet.contentsearch",259,0,0,0,576,"Python",4,0,4
466871,"gocardless","gocardless-java",13,0,1,1,605,"Java",74,14,88
467731,"plexinc-plugins","Tested.bundle",15,0,0,0,848,"Python",9,1,10
468578,"NessComputing","components-ness-jdbc",16,0,0,0,752,"Java",47,7,54
468752,"NessComputing","components-ness-jmx4log",16,0,0,0,776,"Java",15,2,17
468951,"NessComputing","components-ness-scopes",16,0,0,0,760,"Java",21,3,24
469788,"railsware","rspec-example_steps",43,0,0,0,799,"Ruby",13,6,19
469934,"futuregrid","passwdstack",12,0,0,0,567,"Python",25,0,25
470111,"plone","plone.folder",151,0,0,0,898,"Python",102,1,103
470539,"NessComputing","service-solo",16,0,0,0,574,"Java",6,0,6
470612,"NessComputing","testing-findbugs-annotations",16,0,0,0,751,"Java",4,0,4
470629,"codecentric","android-timer",53,0,0,0,652,"Java",76,0,76
470824,"hiidef","logdweb",12,1,0,1,973,"Python",80,0,80
470829,"kouretes","KSE",14,0,0,0,657,"Java",16,0,16
471859,"myGengo","mygengo-ruby",10,0,0,0,1000,"Ruby",54,13,67
472169,"NessComputing","components-ness-metrics",16,0,0,0,743,"Java",10,1,11
473851,"basespace","basespace-java-sdk",25,1,0,1,686,"Java",28,2,30
474572,"asynchrony","mince_model",31,0,0,0,563,"Ruby",5,1,6
474742,"mulesoft","mule-module-datapack",76,0,0,0,1025,"Java",54,0,54
475102,"alphagov","gem_publisher",53,3,1,4,665,"Ruby",45,5,50
475330,"floodlight","ubuntu-packaging-floodlight",34,0,0,0,654,"Java",66,1,67
476208,"howaboutwe","knife-rackspace-load-balancer",22,0,1,1,695,"Ruby",20,2,22
476305,"seomoz","linkscape-gem",58,0,0,0,1401,"Ruby",114,3,117
476371,"racker","scrivener",116,0,0,0,576,"Python",29,2,31
476636,"tansaku","twss",10,0,0,0,650,"Python",44,0,44
476798,"stapler","idea-stapler-plugin",10,0,0,0,1072,"Java",107,1,108
477312,"VTV","transmogrify.joomla2nitf",18,0,0,0,565,"Python",2,0,2
477331,"okfn","ckanext-datahub",13,11,1,12,685,"Python",113,7,120
477510,"garaio","xapian_db",12,0,0,0,1186,"Ruby",276,14,290
477526,"intelie","lognit-cli",11,0,0,0,786,"Java",354,1,355
479556,"jenkinsci","grails-plugin",301,0,0,0,1179,"Java",204,9,213
480009,"sot","cmd_states",10,4,0,4,881,"Python",128,7,135
481246,"estately","cookbooks",13,0,0,0,1296,"Ruby",113,5,118
482001,"agworld","docsplit-server",13,0,0,0,1014,"Ruby",59,2,61
482012,"officialfm","web_tsunami",13,0,0,0,643,"Ruby",5,0,5
482255,"hemnet","whensday",14,0,0,0,562,"Ruby",10,0,10
483343,"alphagov","govuk_content_api",100,92,25,117,633,"Ruby",864,167,1031
483378,"officialfm","officialfm-v2-ruby",12,0,0,0,608,"Ruby",23,0,23
483666,"wf4ever","wf-ro",25,0,0,0,660,"Java",130,0,130
484845,"jenkinsci","analysis-test-plugin",309,4,0,4,1179,"Java",171,0,171
485905,"motech","ananya-reference-data",49,17,0,17,652,"Java",243,0,243
486404,"NumberFour","file-list-maven-plugin",41,0,0,0,987,"Java",15,1,16
487124,"redu","redu-wall-web",15,0,0,0,570,"Python",3,0,3
487343,"ska-sa","corr",11,2,0,2,827,"Python",180,2,182
487390,"collective","plone.app.event-ploneintegration",258,0,0,0,734,"Python",8,0,8
487494,"Zojax","zojax.members",15,1,0,1,970,"Python",31,0,31
487599,"hmsonline","dropwizard-spring",12,3,1,4,612,"Java",22,8,30
488606,"dimagi","django-soil",12,4,2,6,930,"Python",70,12,82
489159,"Sage-Bionetworks","synapsePythonClient",30,3,4,7,562,"Python",206,132,338
489826,"Pagoda","pagoda-cli",11,0,0,0,1228,"Ruby",122,0,122
489923,"nulogy","cpi-event-connector",21,0,0,0,682,"Ruby",83,0,83
490586,"Skookum","SwaggerToMarkdown",24,0,0,0,562,"Ruby",5,0,5
490761,"brewster","deferred_job",13,0,0,0,590,"Ruby",17,0,17
490868,"mozilla","preproduction",11,0,0,0,1120,"Python",48,0,48
491810,"Granicus","platform-api-rb",16,0,0,0,986,"Ruby",75,0,75
493013,"opscode-cookbooks","wix",25,0,0,0,722,"Ruby",12,1,13
495935,"projeto-coruja","Projeto-Coruja",14,0,0,0,612,"Java",429,0,429
496425,"rightscale","right_scraper",77,1,0,1,1503,"Ruby",289,31,320
497205,"ctn-waterloo","nengo",25,107,18,125,868,"Python",1737,140,1877
499863,"opscode-cookbooks","zsh",25,0,0,0,722,"Ruby",34,1,35
500908,"OpenMRS","openmrs-module-jsslab",21,0,0,0,562,"Java",103,0,103
502334,"optimis","dm-restful-adapter",18,0,0,0,699,"Ruby",28,0,28
502834,"codeforamerica","sms_mta",49,0,0,0,747,"Python",24,0,24
503811,"hoppinger","DrupalUpdater",17,0,0,0,561,"Python",4,0,4
503922,"idega","com.idega.block.text",10,0,0,0,1688,"Java",103,0,103
504488,"jenkinsci","dry-plugin",308,10,0,10,1178,"Java",150,2,152
504501,"jenkinsci","tasks-plugin",308,6,0,6,1178,"Java",326,0,326
504512,"nuxeo","nuxeo-web-embedded",20,1,0,1,812,"Java",45,0,45
504522,"jenkinsci","analysis-collector-plugin",308,5,0,5,1179,"Java",325,1,326
505022,"collective","Products.OpenXml",258,0,0,0,651,"Python",43,0,43
506029,"Jahia","JahiApp-Newsletter",23,3,0,3,1053,"Java",125,0,125
506872,"Zojax","zojax.content.hooks",15,1,0,1,561,"Python",9,0,9
507295,"intalio","bpms-common",23,0,0,0,583,"Java",29,10,39
507547,"OpenMRS","openmrs-module-hr",21,0,0,0,561,"Java",111,0,111
508238,"mapserver","msautotest",15,14,0,14,702,"Python",364,25,389
508398,"collective","Products.Carousel",258,4,0,4,561,"Python",123,7,130
508499,"Stackato-Apps","hello-java-mysql",15,0,0,0,688,"Java",16,0,16
508746,"cbslocal","Django-Boilerplate",19,0,0,0,696,"Python",17,0,17
511078,"moko365","mokoid",23,0,0,0,839,"Java",14,2,16
511754,"paulelliott","authem",10,25,1,26,841,"Ruby",136,15,151
512123,"collective","Products.PloneOntology",259,0,0,0,563,"Python",9,0,9
513279,"rbonifacio","MMUnB",12,5,4,9,559,"Java",39,9,48
516670,"coshx","weather-rooster",15,0,0,0,561,"Ruby",227,0,227
517631,"puppetlabs","packaging",171,36,28,64,587,"Ruby",331,273,604
518088,"mynewsdesk","uptospeed",13,0,0,0,894,"Ruby",135,0,135
519084,"customink","rspec-dns",18,4,3,7,561,"Ruby",13,5,18
519893,"nuxeo","nuxeo-platform-suggestbox",22,10,0,10,863,"Java",168,1,169
521831,"coshx","skynet",18,0,0,0,946,"Ruby",24,0,24
522041,"CoreMedia","jangaroo-tools",56,12,0,12,1262,"Java",339,0,339
522727,"Jasig","JasigWidgetPortlets",16,3,0,3,722,"Java",112,7,119
523087,"stackmob","StackMob_Android",20,0,0,0,876,"Java",92,2,94
523118,"racker","python-twisted-keystone-agent",113,0,0,0,563,"Python",70,0,70
523746,"ontometrics","object-graph-mapper",10,0,0,0,748,"Java",66,0,66
526190,"idega","com.idega.builder",11,6,0,6,1712,"Java",345,0,345
526220,"idega","com.idega.faces",11,3,0,3,1712,"Java",108,0,108
526766,"liip","VagrantDeductor",37,0,0,0,560,"Java",2,0,2
526810,"motech","GHANA-TELCO",56,0,0,0,895,"Java",116,0,116
527152,"collective","collective.flowplayer",259,4,0,4,561,"Python",112,3,115
527910,"pusher","pusher-test",10,3,0,3,993,"Ruby",105,1,106
528265,"trifork","sdm4-core",10,0,0,0,560,"Java",118,0,118
528389,"wg-perception","capture",16,0,0,0,828,"Python",162,2,164
529450,"oerpub","oerpub.rhaptoslabs.latex2cnxml",15,0,0,0,792,"Python",17,0,17
529986,"openSUSE","countdown.o.o",15,0,0,0,888,"Python",41,3,44
530170,"monterail","hotels_pro",12,0,0,0,569,"Ruby",76,0,76
530450,"edgeware","gevent-thrift",10,3,2,5,688,"Python",6,2,8
530772,"dimagi","rapidsms-smsforms",11,0,0,0,717,"Python",52,3,55
530921,"openplanets","jpylyzer",37,49,0,49,764,"Python",216,3,219
531080,"twers","re-education",15,0,0,0,559,"Ruby",262,50,312
532336,"valtech","moveit-play",10,0,0,0,560,"Java",9,0,9
533074,"BaseXdb","basex-examples",12,0,0,0,1113,"Java",297,1,298
533138,"xwiki-contrib","xwiki-platform-component-wiki",17,0,0,0,989,"Java",15,0,15
534217,"droolsjbpm","form-builder-ng",36,0,0,0,560,"Java",45,3,48
534678,"otherinbox","foreman-export-god",12,0,0,0,763,"Ruby",12,0,12
535338,"idega","com.idega.block.importer",10,0,0,0,1688,"Java",99,0,99
535397,"idega","com.idega.block.rss",10,0,0,0,1712,"Java",174,0,174
536179,"mozilla-metrics","telemetry-toolbox",17,1,1,2,854,"Java",74,10,84
536244,"globocom","hlsclient",15,0,0,0,678,"Python",228,1,229
536596,"leukeleu","deploytool",10,1,0,1,835,"Python",168,7,175
536978,"everydayhero","gandalf",11,0,0,0,567,"Ruby",17,6,23
539222,"motech","release-testing",49,0,0,0,559,"Java",29,0,29
