3008,2500,335634,497649,435891
3008,2502,410029,497649,497537
3008,2504,419770,497649,500481
3008,3006,419770,497649,500481
3010,2008,665,499890,12647
3010,2010,956,499890,13961
3010,2025,1323,499890,16375
3010,2026,1389,499890,16734
3010,2027,1956,499890,17410
3010,2030,2363,499890,19556
3010,2032,3985,499890,27567
3010,2040,8228,499890,44472
3010,2042,8656,499890,45577
3010,2060,15189,499890,68759
3010,2070,19589,499890,89236
3010,2080,23148,499890,102795
3010,2082,22448,499890,104732
3010,2084,25005,499890,112719
3010,2100,39784,499890,134303
3010,2102,75893,499890,182244
3010,2104,78285,499890,187582
3010,2200,102098,499890,216806
3010,2202,113174,499890,232675
3010,2300,144051,499890,315511
3010,2302,149145,499890,320056
3010,2304,157768,499890,328047
3010,2306,184749,499890,341987
3010,2400,234061,499890,380740
3010,2402,248692,499890,372865
3010,2500,333027,499890,435891
3010,2502,406247,499890,497537
3010,2504,415779,499890,500481
3010,3006,415779,499890,500481
3010,3008,448344,499890,497649
3012,2008,665,500414,12647
3012,2010,956,500414,13961
3012,2025,1323,500414,16375
3012,2026,1389,500414,16734
3012,2027,1956,500414,17410
3012,2030,2363,500414,19556
3012,2032,3985,500414,27567
3012,2040,8228,500414,44472
3012,2042,8656,500414,45577
3012,2060,15189,500414,68759
3012,2070,19589,500414,89236
3012,2080,23148,500414,102795
3012,2082,22448,500414,104732
3012,2084,25005,500414,112719
3012,2100,39784,500414,134303
3012,2102,75893,500414,182244
3012,2104,78283,500414,187582
3012,2200,102105,500414,216806
3012,2202,113181,500414,232675
3012,2300,144044,500414,315511
3012,2302,149138,500414,320056
3012,2304,157761,500414,328047
3012,2306,184734,500414,341987
3012,2400,234046,500414,380740
3012,2402,248669,500414,372865
3012,2500,332762,500414,435891
3012,2502,405687,500414,497537
3012,2504,415188,500414,500481
3012,3006,415188,500414,500481
3012,3008,447756,500414,497649
3012,3010,455240,500414,499890
3014,2008,556,512364,12647
3014,2010,837,512364,13961
3014,2025,1212,512364,16375
3014,2026,1278,512364,16734
3014,2027,1845,512364,17410
3014,2030,2252,512364,19556
3014,2032,3860,512364,27567
3014,2040,8010,512364,44472
3014,2042,8438,512364,45577
3014,2060,14922,512364,68759
3014,2070,19318,512364,89236
3014,2080,22843,512364,102795
3014,2082,22143,512364,104732
3014,2084,24700,512364,112719
3014,2100,39246,512364,134303
3014,2102,75188,512364,182244
3014,2104,77498,512364,187582
3014,2200,100906,512364,216806
3014,2202,111824,512364,232675
3014,2300,142359,512364,315511
3014,2302,147459,512364,320056
3014,2304,155853,512364,328047
3014,2306,182413,512364,341987
3014,2400,231052,512364,380740
3014,2402,245242,512364,372865
3014,2500,327720,512364,435891
3014,2502,399241,512364,497537
3014,2504,408337,512364,500481
3014,3006,408337,512364,500481
3014,3008,440395,512364,497649
3014,3010,447169,512364,499890
3014,3012,448235,512364,500414
3016,2008,532,515187,12647
3016,2010,814,515187,13961
3016,2025,1159,515187,16375
3016,2026,1225,515187,16734
3016,2027,1792,515187,17410
3016,2030,2199,515187,19556
3016,2032,3808,515187,27567
3016,2040,7915,515187,44472
3016,2042,8342,515187,45577
3016,2060,14811,515187,68759
3016,2070,19217,515187,89236
3016,2080,22717,515187,102795
3016,2082,21901,515187,104732
3016,2084,24458,515187,112719
3016,2100,38870,515187,134303
3016,2102,74709,515187,182244
3016,2104,76915,515187,187582
3016,2200,100154,515187,216806
3016,2202,110956,515187,232675
3016,2300,141157,515187,315511
3016,2302,146232,515187,320056
3016,2304,154594,515187,328047
3016,2306,180830,515187,341987
3016,2400,228929,515187,380740
3016,2402,242915,515187,372865
3016,2500,323785,515187,435891
3016,2502,388541,515187,497537
3016,2504,397373,515187,500481
3016,3006,397373,515187,500481
3016,3008,428711,515187,497649
3016,3010,435137,515187,499890
3016,3012,436067,515187,500414
3016,3014,452965,515187,512364
3020,2008,532,531669,12647
3020,2010,789,531669,13961
3020,2025,1151,531669,16375
3020,2026,1217,531669,16734
3020,2027,1784,531669,17410
3020,2030,2169,531669,19556
3020,2032,3771,531669,27567
3020,2040,7838,531669,44472
3020,2042,8249,531669,45577
3020,2060,14617,531669,68759
3020,2070,19001,531669,89236
3020,2080,22288,531669,102795
3020,2082,21463,531669,104732
3020,2084,24020,531669,112719
3020,2100,38414,531669,134303
3020,2102,74135,531669,182244
3020,2104,76291,531669,187582
3020,2200,99053,531669,216806
3020,2202,109652,531669,232675
3020,2300,139362,531669,315511
3020,2302,144330,531669,320056
3020,2304,152162,531669,328047
3020,2306,177597,531669,341987
3020,2400,224638,531669,380740
3020,2402,237918,531669,372865
3020,2500,316098,531669,435891
3020,2502,375776,531669,497537
3020,2504,383935,531669,500481
3020,3006,383935,531669,500481
3020,3008,412535,531669,497649
3020,3010,418453,531669,499890
3020,3012,419341,531669,500414
3020,3014,435491,531669,512364
3020,3016,450810,531669,515187
3022,2008,532,544524,12647
3022,2010,789,544524,13961
3022,2025,1208,544524,16375
3022,2026,1274,544524,16734
3022,2027,1841,544524,17410
3022,2030,2226,544524,19556
3022,2032,3828,544524,27567
3022,2040,8209,544524,44472
3022,2042,8332,544524,45577
3022,2060,14658,544524,68759
3022,2070,19042,544524,89236
3022,2080,22329,544524,102795
3022,2082,21469,544524,104732
3022,2084,24026,544524,112719
3022,2100,38462,544524,134303
3022,2102,74271,544524,182244
3022,2104,76427,544524,187582
3022,2200,99162,544524,216806
3022,2202,109767,544524,232675
3022,2300,146544,544524,315511
3022,2302,151627,544524,320056
3022,2304,159487,544524,328047
3022,2306,187473,544524,341987
3022,2400,234595,544524,380740
3022,2402,237663,544524,372865
3022,2500,327325,544524,435891
3022,2502,387827,544524,497537
3022,2504,395978,544524,500481
3022,3006,395978,544524,500481
3022,3008,411969,544524,497649
3022,3010,417765,544524,499890
3022,3012,418653,544524,500414
3022,3014,434698,544524,512364
3022,3016,449869,544524,515187
3022,3020,489451,544524,531669
3030,2008,532,551073,12647
3030,2010,796,551073,13961
3030,2025,1199,551073,16375
3030,2026,1265,551073,16734
3030,2027,1832,551073,17410
3030,2030,2231,551073,19556
3030,2032,3813,551073,27567
3030,2040,8135,551073,44472
3030,2042,8262,551073,45577
3030,2060,14915,551073,68759
3030,2070,19292,551073,89236
3030,2080,22581,551073,102795
3030,2082,21707,551073,104732
3030,2084,24489,551073,112719
3030,2100,38854,551073,134303
3030,2102,74543,551073,182244
3030,2104,76674,551073,187582
3030,2200,99308,551073,216806
3030,2202,109878,551073,232675
3030,2300,146372,551073,315511
3030,2302,151449,551073,320056
3030,2304,159300,551073,328047
3030,2306,186862,551073,341987
3030,2400,233475,551073,380740
3030,2402,236408,551073,372865
3030,2500,325065,551073,435891
3030,2502,384251,551073,497537
3030,2504,392095,551073,500481
3030,3006,392095,551073,500481
3030,3008,407600,551073,497649
3030,3010,413322,551073,499890
3030,3012,414210,551073,500414
3030,3014,429655,551073,512364
3030,3016,444366,551073,515187
3030,3020,481951,551073,531669
3030,3022,496952,551073,544524
3034,2008,518,551932,12647
3034,2010,782,551932,13961
3034,2025,1185,551932,16375
3034,2026,1251,551932,16734
3034,2027,1818,551932,17410
3034,2030,2217,551932,19556
3034,2032,3799,551932,27567
3034,2040,8121,551932,44472
3034,2042,8248,551932,45577
3034,2060,14883,551932,68759
3034,2070,19260,551932,89236
3034,2080,22549,551932,102795
3034,2082,21675,551932,104732
3034,2084,24457,551932,112719
3034,2100,38706,551932,134303
3034,2102,74322,551932,182244
3034,2104,76453,551932,187582
3034,2200,99061,551932,216806
3034,2202,109576,551932,232675
3034,2300,146024,551932,315511
3034,2302,151101,551932,320056
3034,2304,158950,551932,328047
3034,2306,186342,551932,341987
3034,2400,232845,551932,380740
3034,2402,235746,551932,372865
3034,2500,324237,551932,435891
3034,2502,382965,551932,497537
3034,2504,390785,551932,500481
3034,3006,390785,551932,500481
3034,3008,405883,551932,497649
3034,3010,411553,551932,499890
3034,3012,412441,551932,500414
3034,3014,427676,551932,512364
3034,3016,442363,551932,515187
3034,3020,479724,551932,531669
3034,3022,494490,551932,544524
3034,3030,509254,551932,551073
3040,2008,518,561673,12647
3040,2010,782,561673,13961
3040,2025,1171,561673,16375
3040,2026,1237,561673,16734
3040,2027,1804,561673,17410
3040,2030,2201,561673,19556
3040,2032,3783,561673,27567
3040,2040,8091,561673,44472
3040,2042,8218,561673,45577
3040,2060,14786,561673,68759
3040,2070,19165,561673,89236
3040,2080,22414,561673,102795
3040,2082,21540,561673,104732
3040,2084,24322,561673,112719
3040,2100,38618,561673,134303
3040,2102,74171,561673,182244
3040,2104,76270,561673,187582
3040,2200,98442,561673,216806
3040,2202,108628,561673,232675
3040,2300,144624,561673,315511
3040,2302,149679,561673,320056
3040,2304,157274,561673,328047
3040,2306,184369,561673,341987
3040,2400,229882,561673,380740
3040,2402,232641,561673,372865
3040,2500,319644,561673,435891
3040,2502,376113,561673,497537
3040,2504,383430,561673,500481
3040,3006,383430,561673,500481
3040,3008,397798,561673,497649
3040,3010,403359,561673,499890
3040,3012,404185,561673,500414
3040,3014,418884,561673,512364
3040,3016,432856,561673,515187
3040,3020,469617,561673,531669
3040,3022,483568,561673,544524
3040,3030,497030,561673,551073
3040,3034,500465,561673,551932
3042,2008,518,559810,12647
3042,2010,782,559810,13961
3042,2025,1171,559810,16375
3042,2026,1237,559810,16734
3042,2027,1804,559810,17410
3042,2030,2201,559810,19556
3042,2032,3767,559810,27567
3042,2040,8055,559810,44472
3042,2042,8182,559810,45577
3042,2060,14730,559810,68759
3042,2070,19002,559810,89236
3042,2080,22251,559810,102795
3042,2082,21462,559810,104732
3042,2084,24051,559810,112719
3042,2100,38052,559810,134303
3042,2102,73605,559810,182244
3042,2104,75718,559810,187582
3042,2200,97516,559810,216806
3042,2202,107702,559810,232675
3042,2300,143673,559810,315511
3042,2302,148529,559810,320056
3042,2304,156124,559810,328047
3042,2306,183191,559810,341987
3042,2400,226222,559810,380740
3042,2402,228972,559810,372865
3042,2500,314830,559810,435891
3042,2502,370692,559810,497537
3042,2504,378083,559810,500481
3042,3006,378083,559810,500481
3042,3008,392358,559810,497649
3042,3010,397717,559810,499890
3042,3012,398543,559810,500414
3042,3014,412930,559810,512364
3042,3016,426836,559810,515187
3042,3020,463213,559810,531669
3042,3022,477079,559810,544524
3042,3030,490352,559810,551073
3042,3034,493896,559810,551932
3042,3040,514972,559810,561673
3050,2008,504,583935,12647
3050,2010,767,583935,13961
3050,2025,1156,583935,16375
3050,2026,1222,583935,16734
3050,2027,1799,583935,17410
3050,2030,2196,583935,19556
3050,2032,3760,583935,27567
3050,2040,7961,583935,44472
3050,2042,8080,583935,45577
3050,2060,14487,583935,68759
3050,2070,18556,583935,89236
3050,2080,21714,583935,102795
3050,2082,20913,583935,104732
3050,2084,23502,583935,112719
3050,2100,37044,583935,134303
3050,2102,72572,583935,182244
3050,2104,74572,583935,187582
3050,2200,95803,583935,216806
3050,2202,105596,583935,232675
3050,2300,140838,583935,315511
3050,2302,145637,583935,320056
3050,2304,153184,583935,328047
3050,2306,179854,583935,341987
3050,2400,221346,583935,380740
3050,2402,223899,583935,372865
3050,2500,306319,583935,435891
3050,2502,358011,583935,497537
3050,2504,364503,583935,500481
3050,3006,364503,583935,500481
3050,3008,375389,583935,497649
3050,3010,380700,583935,499890
3050,3012,381515,583935,500414
3050,3014,394782,583935,512364
3050,3016,408008,583935,515187
3050,3020,441113,583935,531669
3050,3022,454811,583935,544524
3050,3030,466001,583935,551073
3050,3034,468798,583935,551932
3050,3040,487076,583935,561673
3050,3042,492588,583935,559810
3052,2008,504,576958,12647
3052,2010,767,576958,13961
3052,2025,1099,576958,16375
3052,2026,1165,576958,16734
3052,2027,1742,576958,17410
3052,2030,2139,576958,19556
3052,2032,3689,576958,27567
3052,2040,7580,576958,44472
3052,2042,7987,576958,45577
3052,2060,14484,576958,68759
3052,2070,18555,576958,89236
3052,2080,21711,576958,102795
3052,2082,20945,576958,104732
3052,2084,23534,576958,112719
3052,2100,37020,576958,134303
3052,2102,72178,576958,182244
3052,2104,74174,576958,187582
3052,2200,95377,576958,216806
3052,2202,105150,576958,232675
3052,2300,133195,576958,315511
3052,2302,137873,576958,320056
3052,2304,145386,576958,328047
3052,2306,169200,576958,341987
3052,2400,210566,576958,380740
3052,2402,223092,576958,372865
3052,2500,293237,576958,435891
3052,2502,343688,576958,497537
3052,2504,349988,576958,500481
3052,3006,349988,576958,500481
3052,3008,373023,576958,497649
3052,3010,378335,576958,499890
3052,3012,379150,576958,500414
3052,3014,392337,576958,512364
3052,3016,405177,576958,515187
3052,3020,438093,576958,531669
3052,3022,439408,576958,544524
3052,3030,450193,576958,551073
3052,3034,452965,576958,551932
3052,3040,470848,576958,561673
3052,3042,475834,576958,559810
3052,3050,528471,576958,583935
3100,2008,504,639049,12647
3100,2010,767,639049,13961
3100,2025,1181,639049,16375
3100,2026,1247,639049,16734
3100,2027,1824,639049,17410
3100,2030,2221,639049,19556
3100,2032,3781,639049,27567
3100,2040,7990,639049,44472
3100,2042,8121,639049,45577
3100,2060,14538,639049,68759
3100,2070,18546,639049,89236
3100,2080,21380,639049,102795
3100,2082,20557,639049,104732
3100,2084,23158,639049,112719
3100,2100,36366,639049,134303
3100,2102,71188,639049,182244
3100,2104,73202,639049,187582
3100,2200,93715,639049,216806
3100,2202,103250,639049,232675
3100,2300,137317,639049,315511
3100,2302,141941,639049,320056
3100,2304,149126,639049,328047
3100,2306,174381,639049,341987
3100,2400,214733,639049,380740
3100,2402,217020,639049,372865
3100,2500,294081,639049,435891
3100,2502,342083,639049,497537
3100,2504,348414,639049,500481
3100,3006,348414,639049,500481
3100,3008,358471,639049,497649
3100,3010,363366,639049,499890
3100,3012,364083,639049,500414
3100,3014,376617,639049,512364
3100,3016,388717,639049,515187
3100,3020,420272,639049,531669
3100,3022,433192,639049,544524
3100,3030,443587,639049,551073
3100,3034,446025,639049,551932
3100,3040,461272,639049,561673
3100,3042,465981,639049,559810
3100,3050,510226,639049,583935
3100,3052,507095,639049,576958
3110,2008,528,655761,12647
3110,2010,791,655761,13961
3110,2025,1181,655761,16375
3110,2026,1247,655761,16734
3110,2027,1824,655761,17410
3110,2030,2221,655761,19556
3110,2032,3781,655761,27567
3110,2040,7990,655761,44472
3110,2042,8121,655761,45577
3110,2060,14500,655761,68759
3110,2070,18504,655761,89236
3110,2080,21337,655761,102795
3110,2082,20514,655761,104732
3110,2084,23115,655761,112719
3110,2100,36316,655761,134303
3110,2102,66564,655761,182244
3110,2104,68578,655761,187582
3110,2200,89044,655761,216806
3110,2202,98390,655761,232675
3110,2300,132433,655761,315511
3110,2302,137051,655761,320056
3110,2304,144202,655761,328047
3110,2306,169161,655761,341987
3110,2400,209192,655761,380740
3110,2402,211477,655761,372865
3110,2500,288392,655761,435891
3110,2502,336341,655761,497537
3110,2504,342660,655761,500481
3110,3006,342660,655761,500481
3110,3008,352604,655761,497649
3110,3010,357470,655761,499890
3110,3012,358187,655761,500414
3110,3014,370585,655761,512364
